"","word","freq"
"pediatricians","pediatricians",2
"ten","ten",2
"keeping","keeping",2
"loss","loss",2
"radical","radical",2
"leaves","leaves",2
"mandatory","mandatory",2
"asked","asked",2
"guest","guest",2
"breaking","breaking",2
"incoming","incoming",2
"benefit","benefit",2
"delays","delays",2
"smart","smart",2
"panel","panel",2
"penns","penns",2
"message","message",2
"underfunded","underfunded",2
"talking","talking",2
"jobs","jobs",2
"rules","rules",2
"professor","professor",2
"short","short",2
"paramedic","paramedic",2
"guns","guns",2
"happiness","happiness",2
"headaches","headaches",2
"link","link",2
"trust","trust",2
"overlooked","overlooked",2
"leaders","leaders",2
"responders","responders",2
"connect","connect",2
"proposal","proposal",2
"part","part",2
"website","website",2
"teambased","teambased",2
"ireland","ireland",2
"northern","northern",2
"troubles","troubles",2
"inmate","inmate",2
"guardian","guardian",2
"weigh","weigh",2
"worth","worth",2
"phoenix","phoenix",2
"fire","fire",2
"secret","secret",2
"root","root",2
"levels","levels",2
"facebook","facebook",2
"well","well",2
"daughters","daughters",2
"side","side",2
"connecticut","connecticut",2
"reducing","reducing",2
"secrets","secrets",2
"expected","expected",2
"expert","expert",2
"fear","fear",2
"tough","tough",2
"carcillo","carcillo",2
"daniel","daniel",2
"steve","steve",2
"crying","crying",2
"specialized","specialized",2
"surge","surge",2
"screened","screened",2
"guide","guide",2
"humanitarian","humanitarian",2
"shortages","shortages",2
"earthquake","earthquake",2
"guilty","guilty",2
"distress","distress",2
"explain","explain",2
"consent","consent",2
"groups","groups",2
"ignoring","ignoring",2
"selfcare","selfcare",2
"dangers","dangers",2
"recovery","recovery",2
"serve","serve",2
"guyana","guyana",2
"sicker","sicker",2
"avoid","avoid",2
"respite","respite",2
"fresh","fresh",2
"gift","gift",2
"vision","vision",2
"santa","santa",2
"incarceration","incarceration",2
"cincinnati","cincinnati",2
"courier","courier",2
"spirits","spirits",2
"editorial","editorial",2
"behind","behind",2
"milwaukee","milwaukee",2
"summit","summit",2
"career","career",2
"budget","budget",2
"uncertainty","uncertainty",2
"class","class",2
"also","also",2
"prescription","prescription",2
"discusses","discusses",2
"cent","cent",2
"effect","effect",2
"hour","hour",2
"sussex","sussex",2
"settings","settings",2
"doh","doh",2
"forprofit","forprofit",2
"investigation","investigation",2
"massachusetts","massachusetts",2
"advocacy","advocacy",2
"return","return",2
"quest","quest",2
"concern","concern",2
"charge","charge",2
"dies","dies",2
"transfer","transfer",2
"son","son",2
"solitary","solitary",2
"related","related",2
"seconds","seconds",2
"update","update",2
"united","united",2
"worrying","worrying",2
"nami","nami",2
"complicated","complicated",2
"mit","mit",2
"burnout","burnout",2
"without","without",2
"grandchildren","grandchildren",2
"grandparents","grandparents",2
"raising","raising",2
"med","med",2
"firm","firm",2
"live","live",2
"medicaids","medicaids",2
"serving","serving",2
"record","record",2
"katrina","katrina",2
"shut","shut",2
"alto","alto",2
"palo","palo",2
"balance","balance",2
"facts","facts",2
"nbc","nbc",2
"weeks","weeks",2
"status","status",2
"survivors","survivors",2
"figures","figures",2
"free","free",2
"screenings","screenings",2
"compassion","compassion",2
"john","john",2
"oliver","oliver",2
"region","region",2
"harvard","harvard",2
"determinants","determinants",2
"dementia","dementia",2
"locked","locked",2
"necessary","necessary",2
"surgery","surgery",2
"startup","startup",2
"clubhouse","clubhouse",2
"online","online",2
"nevada","nevada",2
"fund","fund",2
"nutritional","nutritional",2
"house","house",2
"visit","visit",2
"speech","speech",2
"negative","negative",2
"available","available",2
"using","using",2
"statewide","statewide",2
"obstacles","obstacles",2
"prevent","prevent",2
"paso","paso",2
"clark","clark",2
"generation","generation",2
"land","land",2
"pets","pets",2
"strategy","strategy",2
"violence","violence",2
"feds","feds",2
"settlement","settlement",2
"means","means",2
"syrian","syrian",2
"expanding","expanding",2
"hall","hall",2
"within","within",2
"launch","launch",2
"language","language",2
"essay","essay",2
"faculty","faculty",2
"expands","expands",2
"intervention","intervention",2
"affordable","affordable",2
"canada","canada",2
"average","average",2
"yet","yet",2
"placement","placement",2
"alexander","alexander",2
"talks","talks",2
"least","least",2
"normal","normal",2
"pregnant","pregnant",2
"slow","slow",2
"sun","sun",2
"kanye","kanye",2
"rapper","rapper",2
"west","west",2
"significant","significant",2
"daughter","daughter",2
"ignored","ignored",2
"hazardous","hazardous",2
"knowledge","knowledge",2
"recommends","recommends",2
"capital","capital",2
"employees","employees",2
"restaurant","restaurant",2
"locals","locals",2
"sound","sound",2
"increases","increases",2
"insecurity","insecurity",2
"dealing","dealing",2
"collaboration","collaboration",2
"aren’t","aren’t",2
"fails","fails",2
"uae","uae",2
"absence","absence",2
"line","line",2
"teacher","teacher",2
"failings","failings",2
"tompkins","tompkins",2
"johnson","johnson",2
"managed","managed",2
"easy","easy",2
"head","head",2
"press","press",2
"series","series",2
"action","action",2
"effectively","effectively",2
"framework","framework",2
"development","development",2
"liberia","liberia",2
"value","value",2
"shadows","shadows",2
"officers","officers",2
"daily","daily",2
"stay","stay",2
"waiting","waiting",2
"blog","blog",2
"bmc","bmc",2
"outside","outside",2
"minnesota","minnesota",2
"longtime","longtime",2
"pushed","pushed",2
"lost","lost",2
"goats","goats",2
"soda","soda",2
"response","response",2
"strategies","strategies",2
"seeing","seeing",2
"uses","uses",2
"reduce","reduce",2
"gps","gps",2
"walgreens","walgreens",2
"hit","hit",2
"reported","reported",2
"sometimes","sometimes",2
"resource","resource",2
"palm","palm",2
"scott","scott",2
"isolated","isolated",2
"quality","quality",2
"treats","treats",2
"killings","killings",2
"manual","manual",2
"mississippi","mississippi",2
"marines","marines",2
"sailors","sailors",2
"offenders","offenders",2
"organizations","organizations",2
"’s","’s",2
"treated","treated",2
"king","king",2
"silver","silver",2
"staying","staying",2
"hobby","hobby",2
"big","big",2
"outcomes","outcomes",2
"crimes","crimes",2
"color","color",2
"washington","washington",2
"integration","integration",2
"woods","woods",2
"demand","demand",2
"utilization","utilization",2
"afford","afford",2
"cant","cant",2
"hong","hong",2
"graduate","graduate",2
"injury","injury",2
"architecture","architecture",2
"senate","senate",2
"criminalize","criminalize",2
"oregon","oregon",2
"actress","actress",2
"hemingway","hemingway",2
"mariel","mariel",2
"employee","employee",2
"wish","wish",2
"researchers","researchers",2
"hidden","hidden",2
"hawk","hawk",2
"learn","learn",2
"dating","dating",2
"east","east",2
"courtordered","courtordered",2
"shape","shape",2
"words","words",2
"falls","falls",2
"seeks","seeks",2
"drowning","drowning",2
"faith","faith",2
"tyson","tyson",2
"financial","financial",2
"las","las",2
"vegas","vegas",2
"ranks","ranks",2
"strives","strives",2
"uhs","uhs",2
"nice","nice",2
"mall","mall",2
"rankings","rankings",2
"jeremy","jeremy",2
"feature","feature",2
"selfharm","selfharm",2
"alarmingly","alarmingly",2
"controversy","controversy",1
"plagues","plagues",1
"released","released",1
"looms","looms",1
"neglected","neglected",1
"wars","wars",1
"exercise","exercise",1
"mindfulness","mindfulness",1
"based","based",1
"stations","stations",1
"betray","betray",1
"broadening","broadening",1
"totally","totally",1
"academia","academia",1
"acceptance","acceptance",1
"colleges","colleges",1
"flunk","flunk",1
"gabriel","gabriel",1
"howie","howie",1
"mandel","mandel",1
"incarcerated","incarcerated",1
"paper","paper",1
"white","white",1
"engineering","engineering",1
"hub","hub",1
"psychotic","psychotic",1
"switching","switching",1
"ratios","ratios",1
"studenttocounselor","studenttocounselor",1
"spot","spot",1
"acts","acts",1
"rick","rick",1
"warren","warren",1
"wvideo","wvideo",1
"feedback","feedback",1
"friday","friday",1
"educators","educators",1
"phobias","phobias",1
"facto","facto",1
"fights","fights",1
"hamilton","hamilton",1
"slave","slave",1
"adopt","adopt",1
"potter","potter",1
"refusal","refusal",1
"christians","christians",1
"blight","blight",1
"dual","dual",1
"ghana","ghana",1
"creigh","creigh",1
"deeds","deeds",1
"horror","horror",1
"enlisted","enlisted",1
"golden","golden",1
"manitobans","manitobans",1
"threat","threat",1
"respond","respond",1
"angeles","angeles",1
"los","los",1
"joe","joe",1
"smith","smith",1
"safetypublic","safetypublic",1
"meadows","meadows",1
"pick","pick",1
"pieces","pieces",1
"self","self",1
"covered","covered",1
"diagnostic","diagnostic",1
"militarys","militarys",1
"reliance","reliance",1
"revolving","revolving",1
"wyoming","wyoming",1
"encourage","encourage",1
"siouxland","siouxland",1
"tackling","tackling",1
"void","void",1
"birth","birth",1
"giving","giving",1
"yolandahit","yolandahit",1
"explained","explained",1
"shifting","shifting",1
"viable","viable",1
"fitness","fitness",1
"bedlam","bedlam",1
"recreating","recreating",1
"dread","dread",1
"persons","persons",1
"…","…",1
"blogger","blogger",1
"hopes","hopes",1
"lanzas","lanzas",1
"bail","bail",1
"hostel","hostel",1
"integrate","integrate",1
"society","society",1
"humble","humble",1
"meds","meds",1
"games","games",1
"likes","likes",1
"maturing","maturing",1
"raider","raider",1
"tomb","tomb",1
"sudden","sudden",1
"trigger","trigger",1
"nra","nra",1
"minnesotas","minnesotas",1
"storehouses","storehouses",1
"carolina","carolina",1
"wanting","wanting",1
"controversial","controversial",1
"debates","debates",1
"francisco","francisco",1
"differently","differently",1
"stone","stone",1
"marijuana","marijuana",1
"hurts","hurts",1
"loan","loan",1
"hornet","hornet",1
"pellston’s","pellston’s",1
"petoskey","petoskey",1
"intriguing","intriguing",1
"try","try",1
"cell","cell",1
"refuse","refuse",1
"favorite","favorite",1
"gamings","gamings",1
"villain","villain",1
"connecticut’s","connecticut’s",1
"stuck","stuck",1
"cares","cares",1
"net","net",1
"brutality","brutality",1
"rikers","rikers",1
"scdc","scdc",1
"showing","showing",1
"allinone","allinone",1
"ehrs","ehrs",1
"spencer","spencer",1
"alcoholrelated","alcoholrelated",1
"celebrating","celebrating",1
"stresses","stresses",1
"cusseaux","cusseaux",1
"michelle","michelle",1
"scandal","scandal",1
"reduced","reduced",1
"gallery’","gallery’",1
"whittier","whittier",1
"triage","triage",1
"covers","covers",1
"fend","fend",1
"dying","dying",1
"somebody","somebody",1
"lllnesses","lllnesses",1
"binge","binge",1
"drinking","drinking",1
"leadership","leadership",1
"responsibility","responsibility",1
"blossoms","blossoms",1
"highdemand","highdemand",1
"market","market",1
"prairiecare","prairiecare",1
"crazy","crazy",1
"montana","montana",1
"msu","msu",1
"throughout","throughout",1
"whitefish","whitefish",1
"lifeway","lifeway",1
"pastors","pastors",1
"alcohol","alcohol",1
"consumption","consumption",1
"prenatal","prenatal",1
"mcauliffe","mcauliffe",1
"barrier","barrier",1
"dutchess","dutchess",1
"hygiene","hygiene",1
"merge","merge",1
"simulated","simulated",1
"leftbehind","leftbehind",1
"michigan","michigan",1
"brink","brink",1
"drove","drove",1
"agrees","agrees",1
"fine","fine",1
"northeasts","northeasts",1
"alphabet","alphabet",1
"credentials","credentials",1
"decoding","decoding",1
"soup","soup",1
"natural","natural",1
"redesign","redesign",1
"maltreated","maltreated",1
"equipped","equipped",1
"detected","detected",1
"nls","nls",1
"specialist","specialist",1
"montreal","montreal",1
"campaigns","campaigns",1
"‘stigma’","‘stigma’",1
"gisd","gisd",1
"bedbug","bedbug",1
"blood","blood",1
"madness","madness",1
"suckers","suckers",1
"asks","asks",1
"improved","improved",1
"residential","residential",1
"boise","boise",1
"learnt","learnt",1
"firstepisode","firstepisode",1
"hotbeds","hotbeds",1
"mumbai","mumbai",1
"slums","slums",1
"costeffective","costeffective",1
"efficient","efficient",1
"come","come",1
"didn’t","didn’t",1
"shed","shed",1
"tv’","tv’",1
"watching","watching",1
"’d","’d",1
"coroner’s","coroner’s",1
"inquest","inquest",1
"son’s","son’s",1
"inexplicable","inexplicable",1
"pakistani","pakistani",1
"arianna","arianna",1
"inspired","inspired",1
"walker","walker",1
"camh","camh",1
"judgmental","judgmental",1
