"","word","freq"
"despite","despite",4
"government","government",4
"peoples","peoples",4
"half","half",4
"facing","facing",4
"offer","offer",4
"lead","lead",4
"staff","staff",4
"readers","readers",4
"put","put",4
"art","art",4
"color","color",4
"huge","huge",4
"front","front",4
"screen","screen",4
"fear","fear",4
"lets","lets",4
"amid","amid",4
"urges","urges",4
"blame","blame",4
"violence","violence",4
"latino","latino",4
"play","play",4
"officers","officers",4
"diagnosed","diagnosed",4
"parent","parent",4
"practice","practice",4
"boston","boston",4
"ceo","ceo",4
"legacy","legacy",4
"agencies","agencies",4
"steps","steps",4
"integrating","integrating",4
"manage","manage",4
"america","america",4
"list","list",4
"questions","questions",4
"area","area",4
"supports","supports",4
"tips","tips",4
"others","others",4
"addiction","addiction",4
"special","special",4
"condition","condition",4
"board","board",4
"rural","rural",4
"industry","industry",4
"room","room",4
"technology","technology",4
"complex","complex",4
"challenge","challenge",4
"series","series",4
"feeling","feeling",4
"’s","’s",4
"build","build",4
"increasing","increasing",4
"majority","majority",4
"unique","unique",4
"even","even",4
"largest","largest",4
"keep","keep",4
"start","start",4
"data","data",4
"population","population",4
"boost","boost",4
"woes","woes",4
"create","create",4
"south","south",4
"disclose","disclose",4
"burden","burden",4
"general","general",4
"action","action",4
"friend","friend",4
"speaks","speaks",4
"disabilities","disabilities",4
"healing","healing",4
"month","month",4
"yakima","yakima",4
"william","william",4
"joseph","joseph",4
"providence","providence",4
"instagram","instagram",4
"ease","ease",3
"criminal","criminal",3
"aca","aca",3
"organization","organization",3
"psych","psych",3
"rising","rising",3
"fathers","fathers",3
"interview","interview",3
"race","race",3
"facilities","facilities",3
"label","label",3
"guidance","guidance",3
"hood","hood",3
"soldier","soldier",3
"everyone","everyone",3
"faces","faces",3
"florida","florida",3
"going","going",3
"door","door",3
"kid","kid",3
"mean","mean",3
"disability","disability",3
"four","four",3
"display","display",3
"adam","adam",3
"doctor","doctor",3
"innovative","innovative",3
"three","three",3
"responds","responds",3
"members","members",3
"north","north",3
"always","always",3
"process","process",3
"went","went",3
"reasons","reasons",3
"cope","cope",3
"fail","fail",3
"pain","pain",3
"causes","causes",3
"partnership","partnership",3
"works","works",3
"medicine","medicine",3
"meets","meets",3
"homelessness","homelessness",3
"disclosing","disclosing",3
"adult","adult",3
"affected","affected",3
"soldiers","soldiers",3
"cells","cells",3
"understanding","understanding",3
"free","free",3
"big","big",3
"opening","opening",3
"results","results",3
"eliminating","eliminating",3
"struggled","struggled",3
"announces","announces",3
"departments","departments",3
"ptsd","ptsd",3
"visiting","visiting",3
"outside","outside",3
"private","private",3
"treatments","treatments",3
"feel","feel",3
"adolescents","adolescents",3
"reduces","reduces",3
"independent","independent",3
"deaf","deaf",3
"word","word",3
"healthy","healthy",3
"federal","federal",3
"ive","ive",3
"musicians","musicians",3
"worst","worst",3
"lacking","lacking",3
"crime","crime",3
"happens","happens",3
"person","person",3
"game","game",3
"hurting","hurting",3
"kind","kind",3
"third","third",3
"shooter","shooter",3
"bipolar","bipolar",3
"initiative","initiative",3
"step","step",3
"doesnt","doesnt",3
"improves","improves",3
"deaths","deaths",3
"provides","provides",3
"laws","laws",3
"drexel","drexel",3
"believe","believe",3
"juvenile","juvenile",3
"understand","understand",3
"devastating","devastating",3
"editorial","editorial",3
"project","project",3
"california","california",3
"powerful","powerful",3
"attract","attract",3
"harm","harm",3
"major","major",3
"provider","provider",3
"budget","budget",3
"•","•",3
"fall","fall",3
"parity","parity",3
"goes","goes",3
"inadequate","inadequate",3
"ems","ems",3
"leaders","leaders",3
"deal","deal",3
"part","part",3
"promoting","promoting",3
"northern","northern",3
"troubles","troubles",3
"biggest","biggest",3
"inmate","inmate",3
"least","least",3
"demand","demand",3
"daughters","daughters",3
"lines","lines",3
"foster","foster",3
"sleep","sleep",3
"adding","adding",3
"specialized","specialized",3
"learn","learn",3
"pilots","pilots",3
"relationship","relationship",3
"emergencies","emergencies",3
"reach","reach",3
"spending","spending",3
"individuals","individuals",3
"trends","trends",3
"recovery","recovery",3
"rate","rate",3
"silent","silent",3
"beyond","beyond",3
"speech","speech",3
"anxious","anxious",3
"strain","strain",3
"behind","behind",3
"milwaukee","milwaukee",3
"pass","pass",3
"truth","truth",3
"countries","countries",3
"wealthy","wealthy",3
"trying","trying",3
"exclusive","exclusive",3
"possible","possible",3
"confinement","confinement",3
"massachusetts","massachusetts",3
"return","return",3
"lowincome","lowincome",3
"michael","michael",3
"renewed","renewed",3
"fight","fight",3
"later","later",3
"number","number",3
"since","since",3
"springs","springs",3
"releases","releases",3
"told","told",3
"seen","seen",3
"seniors","seniors",3
"burnout","burnout",3
"record","record",3
"charity","charity",3
"adolescent","adolescent",3
"womens","womens",3
"dallas","dallas",3
"chronic","chronic",3
"pediatric","pediatric",3
"looks","looks",3
"theres","theres",3
"erasing","erasing",3
"india","india",3
"wrong","wrong",3
"focuses","focuses",3
"landscape","landscape",3
"conversations","conversations",3
"online","online",3
"success","success",3
"talks","talks",3
"daily","daily",3
"experience","experience",3
"ground","ground",3
"excellence","excellence",3
"can’t","can’t",3
"enforcement","enforcement",3
"syrian","syrian",3
"management","management",3
"expanding","expanding",3
"restaurant","restaurant",3
"launch","launch",3
"nursing","nursing",3
"effects","effects",3
"fails","fails",3
"costs","costs",3
"intervention","intervention",3
"youths","youths",3
"taught","taught",3
"pennsylvania","pennsylvania",3
"bodies","bodies",3
"postpartum","postpartum",3
"line","line",3
"ontario","ontario",3
"overview","overview",3
"easy","easy",3
"reduce","reduce",3
"press","press",3
"economy","economy",3
"transgender","transgender",3
"blog","blog",3
"counties","counties",3
"mom","mom",3
"seeing","seeing",3
"felt","felt",3
"missing","missing",3
"platform","platform",3
"cant","cant",3
"untreated","untreated",3
"father","father",3
"wamu","wamu",3
"became","became",3
"managers","managers",3
"save","save",3
"network","network",3
"someone","someone",3
"remain","remain",3
"barriers","barriers",3
"basic","basic",2
"meditation","meditation",2
"mindfulness","mindfulness",2
"accountable","accountable",2
"colleges","colleges",2
"incarcerated","incarcerated",2
"adhd","adhd",2
"bed","bed",2
"sons","sons",2
"suicidal","suicidal",2
"thoughts","thoughts",2
"century","century",2
"clinics","clinics",2
"hamilton","hamilton",2
"harmful","harmful",2
"universities","universities",2
"respond","respond",2
"waits","waits",2
"threat","threat",2
"hold","hold",2
"kills","kills",2
"box","box",2
"tools","tools",2
"void","void",2
"definition","definition",2
"insanity","insanity",2
"casper","casper",2
"comes","comes",2
"consequences","consequences",2
"lose","lose",2
"intellectual","intellectual",2
"tackling","tackling",2
"meeting","meeting",2
"traumatized","traumatized",2
"areas","areas",2
"emerging","emerging",2
"article","article",2
"nurse","nurse",2
"outofarea","outofarea",2
"sent","sent",2
"hopes","hopes",2
"mother","mother",2
"regrets","regrets",2
"latinos","latinos",2
"including","including",2
"text","text",2
"loved","loved",2
"real","real",2
"francisco","francisco",2
"mediation","mediation",2
"impacts","impacts",2
"debt","debt",2
"delivery","delivery",2
"really","really",2
"senator","senator",2
"push","push",2
"connecticut’s","connecticut’s",2
"stuck","stuck",2
"frontier","frontier",2
"safety","safety",2
"combat","combat",2
"fourday","fourday",2
"office","office",2
"sheriffs","sheriffs",2
"importance","importance",2
"putting","putting",2
"hasnt","hasnt",2
"army","army",2
"chicago","chicago",2
"indonesia","indonesia",2
"failure","failure",2
"transition","transition",2
"low","low",2
"urgent","urgent",2
"childs","childs",2
"valley","valley",2
"diagnosis","diagnosis",2
"recognizes","recognizes",2
"charities","charities",2
"annual","annual",2
"chief","chief",2
"officer","officer",2
"expert","expert",2
"china","china",2
"hurdles","hurdles",2
"actually","actually",2
"didnt","didnt",2
"dcf","dcf",2
"break","break",2
"aimed","aimed",2
"almost","almost",2
"killed","killed",2
"don’t","don’t",2
"girls","girls",2
"hits","hits",2
"diet","diet",2
"dire","dire",2
"psychosis","psychosis",2
"crises","crises",2
"andrew","andrew",2
"quit","quit",2
"wife","wife",2
"unmet","unmet",2
"commission","commission",2
"rights","rights",2
"chances","chances",2
"lanza","lanza",2
"missed","missed",2
"newtown","newtown",2
"disturbing","disturbing",2
"double","double",2
"idaho","idaho",2
"protect","protect",2
"run","run",2
"classroom","classroom",2
"colleagues","colleagues",2
"peace","peace",2
"shining","shining",2
"little","little",2
"become","become",2
"overhaul","overhaul",2
"scarce","scarce",2
"home","home",2
"severe","severe",2
"washburn","washburn",2
"journey","journey",2
"miamidade","miamidade",2
"worlds","worlds",2
"fighting","fighting",2
"pediatricians","pediatricians",2
"novel","novel",2
"places","places",2
"ten","ten",2
"keeping","keeping",2
"loss","loss",2
"perspective","perspective",2
"radical","radical",2
"leaves","leaves",2
"mandatory","mandatory",2
"guest","guest",2
"asked","asked",2
"newly","newly",2
"incoming","incoming",2
"delays","delays",2
"panel","panel",2
"penns","penns",2
"calling","calling",2
"nami","nami",2
"message","message",2
"underfunded","underfunded",2
"duchess","duchess",2
"days","days",2
"jobs","jobs",2
"rules","rules",2
"funds","funds",2
"gop","gop",2
"include","include",2
"professor","professor",2
"short","short",2
"forward","forward",2
"guns","guns",2
"happiness","happiness",2
"trafficking","trafficking",2
"headaches","headaches",2
"link","link",2
"friends","friends",2
"friendship","friendship",2
"drive","drive",2
"trust","trust",2
"responders","responders",2
"created","created",2
"website","website",2
"cases","cases",2
"ireland","ireland",2
"teambased","teambased",2
"assistants","assistants",2
"guardian","guardian",2
"weigh","weigh",2
"worth","worth",2
"phoenix","phoenix",2
"alcom","alcom",2
"secret","secret",2
"root","root",2
"levels","levels",2
"across","across",2
"country","country",2
"facebook","facebook",2
"well","well",2
"side","side",2
"reducing","reducing",2
"carcillo","carcillo",2
"daniel","daniel",2
"steve","steve",2
"benefit","benefit",2
"secrets","secrets",2
"syracuse","syracuse",2
"pilot","pilot",2
"expected","expected",2
"lawyers","lawyers",2
"guide","guide",2
"humanitarian","humanitarian",2
"shortages","shortages",2
"earthquake","earthquake",2
"distress","distress",2
"slow","slow",2
"explain","explain",2
"groups","groups",2
"guilty","guilty",2
"ignoring","ignoring",2
"building","building",2
"selfcare","selfcare",2
"judith","judith",2
"magazine","magazine",2
"victim","victim",2
"dangers","dangers",2
"effective","effective",2
"east","east",2
"walk","walk",2
"serve","serve",2
"guyana","guyana",2
"respite","respite",2
"sicker","sicker",2
"fresh","fresh",2
"vision","vision",2
"fifo","fifo",2
"cincinnati","cincinnati",2
"courier","courier",2
"incarceration","incarceration",2
"spirits","spirits",2
"hosts","hosts",2
"summit","summit",2
"uncertainty","uncertainty",2
"career","career",2
"reporting","reporting",2
"also","also",2
"prescription","prescription",2
"hour","hour",2
"effect","effect",2
"sussex","sussex",2
"doh","doh",2
"forprofit","forprofit",2
"restraint","restraint",2
"settings","settings",2
"investigation","investigation",2
"named","named",2
"advocacy","advocacy",2
"diego","diego",2
"away","away",2
"quest","quest",2
"charge","charge",2
"teaches","teaches",2
"concern","concern",2
"dies","dies",2
"solitary","solitary",2
"scouts","scouts",2
"worrying","worrying",2
"related","related",2
"judge","judge",2
"secure","secure",2
"update","update",2
"happened","happened",2
"seconds","seconds",2
"foundation","foundation",2
"united","united",2
"pressure","pressure",2
"shift","shift",2
"symptoms","symptoms",2
"mit","mit",2
"without","without",2
"firm","firm",2
"live","live",2
"longterm","longterm",2
"medicaids","medicaids",2
"serving","serving",2
"natasha","natasha",2
"restraints","restraints",2
"think","think",2
"katrina","katrina",2
"shut","shut",2
"professionals","professionals",2
"status","status",2
"survivors","survivors",2
"facts","facts",2
"alto","alto",2
"palo","palo",2
"touch","touch",2
"professional","professional",2
"nbc","nbc",2
"weeks","weeks",2
"screenings","screenings",2
"breaks","breaks",2
"kennedy","kennedy",2
"minutes","minutes",2
"compassion","compassion",2
"john","john",2
"oliver","oliver",2
"harvard","harvard",2
"region","region",2
"determinants","determinants",2
"dementia","dementia",2
"bmc","bmc",2
"necessary","necessary",2
"midland","midland",2
"reporter","reporter",2
"shootings","shootings",2
"clubhouse","clubhouse",2
"surgery","surgery",2
"victims","victims",2
"arent","arent",2
"fund","fund",2
"nevada","nevada",2
"nutritional","nutritional",2
"makes","makes",2
"negative","negative",2
"available","available",2
"obstacles","obstacles",2
"form","form",2
"discusses","discusses",2
"using","using",2
"paso","paso",2
"ever","ever",2
"yearold","yearold",2
"suggests","suggests",2
"clark","clark",2
"grade","grade",2
"generation","generation",2
"land","land",2
"pets","pets",2
"trainees","trainees",2
"strategy","strategy",2
"feds","feds",2
"settlement","settlement",2
"jones","jones",2
"means","means",2
"destigmatize","destigmatize",2
"within","within",2
"reality","reality",2
"language","language",2
"faculty","faculty",2
"apple","apple",2
"tracking","tracking",2
"case","case",2
"expands","expands",2
"requires","requires",2
"pittsburgh","pittsburgh",2
"sun","sun",2
"affordable","affordable",2
"placement","placement",2
"average","average",2
"yet","yet",2
"normal","normal",2
"oped","oped",2
"power","power",2
"alexander","alexander",2
"wont","wont",2
"pregnant","pregnant",2
"significant","significant",2
"west","west",2
"ignored","ignored",2
"panic","panic",2
"recommends","recommends",2
"capital","capital",2
"locals","locals",2
"sound","sound",2
"gives","gives",2
"employees","employees",2
"increases","increases",2
"insecurity","insecurity",2
"dealing","dealing",2
"aren’t","aren’t",2
"helped","helped",2
"uae","uae",2
"teacher","teacher",2
"failings","failings",2
"tompkins","tompkins",2
"western","western",2
"johnson","johnson",2
"resource","resource",2
"managed","managed",2
"desperate","desperate",2
"event","event",2
"head","head",2
"effectively","effectively",2
"creating","creating",2
"framework","framework",2
"development","development",2
"liberia","liberia",2
"value","value",2
"needing","needing",2
"underserved","underserved",2
"shadows","shadows",2
"caregivers","caregivers",2
"employers","employers",2
"waiting","waiting",2
"stay","stay",2
"goats","goats",2
"soda","soda",2
"kansas","kansas",2
"response","response",2
"longtime","longtime",2
"pushed","pushed",2
"strategies","strategies",2
"uses","uses",2
"austin","austin",2
"shares","shares",2
"mad","mad",2
"learning","learning",2
"walgreens","walgreens",2
"hit","hit",2
"cruel","cruel",2
"gps","gps",2
"reported","reported",2
"sometimes","sometimes",2
"palm","palm",2
"scott","scott",2
"isolated","isolated",2
"quality","quality",2
"treats","treats",2
"order","order",2
"manual","manual",2
"killings","killings",2
"offenders","offenders",2
"marines","marines",2
"sailors","sailors",2
"organizations","organizations",2
"managing","managing",2
"jamaicans","jamaicans",2
"treated","treated",2
"opened","opened",2
"king","king",2
"nurses","nurses",2
"ending","ending",2
"poorer","poorer",2
"explores","explores",2
"silver","silver",2
"hobby","hobby",2
"minds","minds",2
"outcomes","outcomes",2
"ers","ers",2
"crimes","crimes",2
"washington","washington",2
"woods","woods",2
"integration","integration",2
"utilization","utilization",2
"afford","afford",2
"celebrates","celebrates",2
"resort","resort",2
"hong","hong",2
"injury","injury",2
"graduate","graduate",2
"outpatient","outpatient",2
"architecture","architecture",2
"senate","senate",2
"scientific","scientific",2
"oregon","oregon",2
"criminalize","criminalize",2
"employee","employee",2
"perinatal","perinatal",2
"wish","wish",2
"researchers","researchers",2
"demands","demands",2
"hidden","hidden",2
"hawk","hawk",2
"susan","susan",2
"dating","dating",2
"identify","identify",2
"courtordered","courtordered",2
"words","words",2
"bruce","bruce",2
"drowning","drowning",2
"tyson","tyson",2
"financial","financial",2
"las","las",2
"vegas","vegas",2
"ranks","ranks",2
"strives","strives",2
"uhs","uhs",2
"cudi","cudi",2
"workforce","workforce",2
"nice","nice",2
"jacksonville","jacksonville",2
"lessons","lessons",2
"mall","mall",2
"charter","charter",2
"rankings","rankings",2
"jeremy","jeremy",2
"vets","vets",2
"rehab","rehab",2
"consider","consider",2
"feature","feature",2
"users","users",2
"selfharm","selfharm",2
"alarmingly","alarmingly",2
"accessing","accessing",2
"controversy","controversy",1
"plagues","plagues",1
"released","released",1
"looms","looms",1
"wars","wars",1
"neglected","neglected",1
"exercise","exercise",1
"betray","betray",1
"broadening","broadening",1
"totally","totally",1
"academia","academia",1
"acceptance","acceptance",1
"flunk","flunk",1
"howie","howie",1
"mandel","mandel",1
"engineering","engineering",1
"hub","hub",1
"paper","paper",1
"white","white",1
"suffers","suffers",1
"spot","spot",1
"feedback","feedback",1
"friday","friday",1
"acts","acts",1
"rick","rick",1
"warren","warren",1
"wvideo","wvideo",1
"educators","educators",1
"phobias","phobias",1
"admits","admits",1
"megachurch","megachurch",1
"noble","noble",1
"pastor","pastor",1
"perry","perry",1
"slave","slave",1
"facto","facto",1
"fights","fights",1
"adopt","adopt",1
"potter","potter",1
"refusal","refusal",1
"moves","moves",1
"christians","christians",1
"blight","blight",1
"dual","dual",1
"ghana","ghana",1
"monitor","monitor",1
"golden","golden",1
"manitobans","manitobans",1
"creigh","creigh",1
"deeds","deeds",1
"horror","horror",1
"joe","joe",1
"smith","smith",1
"angeles","angeles",1
"los","los",1
"safetypublic","safetypublic",1
"meadows","meadows",1
"pick","pick",1
"pieces","pieces",1
"self","self",1
"covered","covered",1
"diagnostic","diagnostic",1
"militarys","militarys",1
"gunman","gunman",1
"identified","identified",1
"iraq","iraq",1
"vet","vet",1
"colo","colo",1
"durango","durango",1
"street","street",1
"wall","wall",1
"reliance","reliance",1
"revolving","revolving",1
"wyoming","wyoming",1
"encourage","encourage",1
"siouxland","siouxland",1
"birth","birth",1
"giving","giving",1
"explained","explained",1
"shifting","shifting",1
"solution","solution",1
"viable","viable",1
"yolandahit","yolandahit",1
"fitness","fitness",1
"bedlam","bedlam",1
"recreating","recreating",1
"liaison","liaison",1
"persons","persons",1
"…","…",1
"bail","bail",1
"hostel","hostel",1
"integrate","integrate",1
"society","society",1
"blogger","blogger",1
"lanzas","lanzas",1
"dread","dread",1
"humble","humble",1
"meds","meds",1
"games","games",1
"likes","likes",1
"maturing","maturing",1
"raider","raider",1
"tomb","tomb",1
"continuum","continuum",1
"sudden","sudden",1
"trigger","trigger",1
"nra","nra",1
"carolina","carolina",1
"wanting","wanting",1
"minnesotas","minnesotas",1
"storehouses","storehouses",1
"stone","stone",1
"differently","differently",1
"controversial","controversial",1
"debates","debates",1
"marijuana","marijuana",1
"loan","loan",1
"hornet","hornet",1
"pellston’s","pellston’s",1
"petoskey","petoskey",1
"cell","cell",1
"refuse","refuse",1
"intriguing","intriguing",1
"try","try",1
"favorite","favorite",1
"gamings","gamings",1
"villain","villain",1
"cares","cares",1
"net","net",1
"leader","leader",1
"brutality","brutality",1
"rikers","rikers",1
"wider","wider",1
"syrias","syrias",1
"spencer","spencer",1
"alcoholrelated","alcoholrelated",1
"african","african",1
"celebrating","celebrating",1
"stresses","stresses",1
"senior","senior",1
"cusseaux","cusseaux",1
"die","die",1
"michelle","michelle",1
"scandal","scandal",1
"reduced","reduced",1
"gallery’","gallery’",1
"whittier","whittier",1
"triage","triage",1
"covers","covers",1
"closings","closings",1
"opposing","opposing",1
"spark","spark",1
"shackles","shackles",1
"fend","fend",1
"dying","dying",1
"somebody","somebody",1
"pond","pond",1
"lllnesses","lllnesses",1
"binge","binge",1
"drinking","drinking",1
"leadership","leadership",1
"responsibility","responsibility",1
"blossoms","blossoms",1
"highdemand","highdemand",1
"market","market",1
"prairiecare","prairiecare",1
"whitefish","whitefish",1
"lifeway","lifeway",1
"pastors","pastors",1
"montana","montana",1
"msu","msu",1
"throughout","throughout",1
"alcohol","alcohol",1
"consumption","consumption",1
"prenatal","prenatal",1
"mcauliffe","mcauliffe",1
"michigan","michigan",1
"barrier","barrier",1
"dutchess","dutchess",1
"hygiene","hygiene",1
"merge","merge",1
"defense","defense",1
"israeli","israeli",1
"scholar","scholar",1
"leftbehind","leftbehind",1
"sonoma","sonoma",1
"brink","brink",1
"drove","drove",1
"alphabet","alphabet",1
"credentials","credentials",1
"decoding","decoding",1
"soup","soup",1
"agrees","agrees",1
"fine","fine",1
"chat","chat",1
